_id,RSN,Property Manager,PCODE,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
190632,4152797,CAPREIT,M1J,2017,2017,1968,PRIVATE,24,Scarborough-Guildwood,215 MARKHAM RD,17,193,2017-11-16,63,Evaluation needs to be conducted in 2 years,19,3,3,4,3,3,3,3,2,4,,3,3,5,3,3,3,3,3,3,3,E2433,43.74469664,-79.2187713,327434.96,4844786.353
190633,4152800,CAPREIT,M1J,2017,2017,1969,PRIVATE,24,Scarborough-Guildwood,225 MARKHAM RD,16,229,2017-11-16,68,Evaluation needs to be conducted in 3 years,19,4,3,4,4,4,3,3,2,4,,3,4,5,3,3,3,3,3,3,4,E2433,43.74619011,-79.21907657,327409.815,4844952.189
190634,4154839,VERTICA RESIDENT SERVICES,M2K,2017,2017,1970,PRIVATE,17,Don Valley North,640 SHEPPARD AVE E,19,128,2017-11-16,80,Evaluation needs to be conducted in 3 years,20,4,4,5,2,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,N1725,43.76847786,-79.38276815,314222.811,4847396.752
190635,4153623,MAINSTAY HOUSING,M4M,2017,2017,1988,SOCIAL HOUSING,14,Toronto-Danforth,1187-1189 QUEEN ST E,4,34,2017-11-16,63,Evaluation needs to be conducted in 2 years,18,3,3,4,3,3,4,2,3,3,,3,4,5,3,3,3,2,3,3,,S1441,43.66272193,-79.33172257,318356.222,4835654.831
190636,4152556,GREENWIN CORP.,M1N,2017,2017,1937,PRIVATE,20,Scarborough Southwest,2406 QUEEN ST E,4,13,2017-11-16,73,Evaluation needs to be conducted in 3 years,15,3,4,4,4,,3,,4,,,4,4,5,3,3,4,4,3,3,,E2033,43.67477481,-79.27960211,322556.21,4837003.617
190637,4152554,TRAVI INC.,M1N,2017,2017,1950,PRIVATE,20,Scarborough Southwest,2422 QUEEN ST E,4,24,2017-11-16,60,Evaluation needs to be conducted in 2 years,15,3,2,3,3,3,3,,3,,,3,4,3,3,3,2,,4,3,,E2033,43.6749405,-79.27920273,322588.365,4837022.11
190638,4156459,MYRIAD PROPERTY MANAGENT,M1M,2017,2017,1976,PRIVATE,20,Scarborough Southwest,39 PARKCREST DR,7,134,2017-11-16,65,Evaluation needs to be conducted in 3 years,19,3,2,4,3,2,4,3,3,3,,4,4,5,3,3,3,4,3,3,3,E2027,43.73597306,-79.21909964,327411.779,4843817.119
190639,4152784,CANLIGHT MANAGEMENT INC.,M1M,2017,2017,1967,PRIVATE,20,Scarborough Southwest,40 PARKCREST DR,12,100,2017-11-16,67,Evaluation needs to be conducted in 3 years,19,3,4,4,2,4,3,4,4,4,,3,4,5,3,2,3,4,3,3,2,E2027,43.73530542,-79.21998529,327340.686,4843742.709
190640,4155703,MYRIAD PROPERTY MANAGEMENT,M1M,2017,2017,1976,PRIVATE,20,Scarborough Southwest,45 PARKCREST DR,8,92,2017-11-16,66,Evaluation needs to be conducted in 3 years,19,3,3,4,3,4,3,3,3,3,,4,4,4,3,3,3,4,3,3,3,E2027,43.73675206,-79.2186571,327390.438,4843831.657
190641,4152765,M&R PROPERTY MANAGEMENT,M1J,2017,2017,1960,PRIVATE,21,Scarborough Centre,30 TRUDELLE ST,6,58,2017-11-16,79,Evaluation needs to be conducted in 3 years,17,4,4,4,4,4,3,,4,4,,4,4,5,4,5,4,3,3,4,,E2135,43.74012593,-79.24293183,325490.646,4844272.302
190642,4153382,AFFORDABLE PROPERTY MANAGEMENT,M5E,2017,2017,1997,SOCIAL HOUSING,10,Spadina-Fort York,85 THE ESPLANADE,7,128,2017-11-16,68,Evaluation needs to be conducted in 2 years,19,5,3,4,3,3,3,3,3,3,,2,3,4,4,4,4,4,3,3,4,S1038,43.64732129,-79.37296407,315032.675,4833938.007
190643,4156598,,M6J,2017,2017,2011,SOCIAL HOUSING,9,Davenport,180 SUDBURY ST,18,190,2017-11-16,78,Evaluation needs to be conducted in 2 years,18,4,4,5,3,4,3,4,4,4,,4,3,4,4,4,4,4,4,4,,S0937,43.64189301,-79.42516131,310822.114,4833330.761
190644,4154837,SIGNET GROUP INC,M2K,2017,2017,1959,PRIVATE,17,Don Valley North,71 TALARA DR,3,29,2017-11-16,71,Evaluation needs to be conducted in 2 years,17,4,2,5,3,3,4,,4,3,,3,4,5,3,3,4,4,3,3,,N1729,43.76562659,-79.37941856,314492.675,4847081.343
190645,4155739,,M6K,2017,2017,1965,PRIVATE,4,Parkdale-High Park,30 SPRINGHURST AVE,12,122,2017-11-16,54,Evaluation needs to be conducted in 2 years,19,3,3,4,2,3,2,3,3,3,3,2,3,2,3,2,2,3,3,2,,S0437,43.63451734,-79.4288825,310522.559,4832511.135
190646,4153883,KENAIR APARTMENTS LIMITED,M4V,2017,2017,1957,PRIVATE,12,Toronto-St. Paul's,561 AVENUE RD,14,60,2017-11-16,74,Evaluation needs to be conducted in 3 years,20,4,3,4,4,4,3,4,3,4,3,4,4,5,4,4,3,4,3,3,4,S1232,43.6878425,-79.40137411,312735.24,4838437.581
190647,4153884,,M4V,2017,2017,1952,PRIVATE,12,Toronto-St. Paul's,565 AVENUE RD,12,63,2017-11-16,69,Evaluation needs to be conducted in 3 years,18,4,3,3,3,4,3,4,3,3,,3,4,5,3,3,3,4,3,4,,S1232,43.68817766,-79.40151852,312723.554,4838474.804
190648,4228864,QUADREAL PROPERTY GROUP,M2K,2017,2017,1964,PRIVATE,17,Don Valley North,2911 BAYVIEW AVE,3,304,2017-11-16,78,Evaluation needs to be conducted in 3 years,19,4,4,4,4,4,4,4,4,5,,3,4,4,4,4,4,3,4,3,4,N1725,43.7705466,-79.38633275,313935.534,4847626.159
190649,4153910,,M4V,2017,2017,1955,PRIVATE,12,Toronto-St. Paul's,585 AVENUE RD,11,57,2017-11-16,68,Evaluation needs to be conducted in 3 years,18,4,3,4,3,4,3,4,3,3,,3,3,5,3,3,3,4,3,3,,S1232,43.68926764,-79.40195779,312688.265,4838594.903
190650,4153909,,M4V,2017,2017,1955,PRIVATE,12,Toronto-St. Paul's,606 AVENUE RD,11,62,2017-11-16,69,Evaluation needs to be conducted in 3 years,17,3,3,3,3,4,3,,3,3,,3,4,5,4,4,4,3,4,3,,S1231,43.68962393,-79.40332135,312578.299,4838634.362
190651,4153998,WALL REAL ESTATE LIMITED,M5P,2017,2017,1960,PRIVATE,12,Toronto-St. Paul's,893 AVENUE RD,3,10,2017-11-16,63,Evaluation needs to be conducted in 2 years,16,3,3,3,3,,3,,3,,3,3,4,5,3,3,3,3,2,3,,S1227,43.70039213,-79.40638483,312329.962,4839830.415
190652,4153999,WALL REAL ESTATE LIMITED,M5P,2017,2017,1960,PRIVATE,12,Toronto-St. Paul's,901 AVENUE RD,3,10,2017-11-16,61,Evaluation needs to be conducted in 2 years,17,3,3,3,3,3,3,,3,,3,3,3,5,3,3,3,3,2,3,,S1227,43.70064891,-79.40650387,312320.335,4839858.933
190653,4154000,WALL REAL ESTATE LIMITED,M5P,2017,2017,1960,PRIVATE,12,Toronto-St. Paul's,905 AVENUE RD,3,10,2017-11-16,61,Evaluation needs to be conducted in 2 years,16,3,3,3,3,,3,,3,,3,3,3,5,3,3,3,3,2,3,,S1227,43.70078079,-79.40656024,312315.775,4839873.58
190654,4154906,,M3A,2017,2017,1966,PRIVATE,16,Don Valley East,250 CASSANDRA BLVD,4,234,2017-11-16,66,Evaluation needs to be conducted in 3 years,18,3,3,3,3,,3,3,3,2,,3,4,5,3,4,4,3,3,3,4,N1625,43.75439119,-79.31622605,319583.529,4845841.461
190655,4154905,,M3A,2017,2017,1969,PRIVATE,16,Don Valley East,270 CASSANDRA BLVD,4,83,2017-11-16,68,Evaluation needs to be conducted in 2 years,17,3,3,3,3,,4,3,3,3,,3,3,5,3,4,4,4,3,4,,N1625,43.75472796,-79.31464457,319710.799,4845879.156
190656,4155174,,M6N,2017,2017,1965,PRIVATE,5,York South-Weston,8 CASTLETON AVE,3,17,2017-11-16,59,Evaluation needs to be conducted in 3 years,15,3,3,3,3,2,3,,3,,,2,3,5,3,3,3,,2,3,,W0539,43.66917755,-79.4863066,305888.622,4836358.478
190657,4261240,,M4K,2017,2017,1950,PRIVATE,14,Toronto-Danforth,814 BROADVIEW AVE,3,24,2017-11-16,56,Evaluation needs to be conducted in 1 year,14,2,2,3,2,,3,,3,,,3,3,2,3,2,3,,3,5,,S1424,43.67792961,-79.35892347,316159.639,4837340.27
190658,4153156,LOFT COMMUNITY SERVICES,M6K,2017,2017,1967,SOCIAL HOUSING,9,Davenport,661 DUFFERIN ST,13,112,2017-11-16,71,Evaluation needs to be conducted in 2 years,18,4,4,5,2,3,3,,3,4,,4,3,5,3,4,3,3,4,3,4,S0934,43.65048954,-79.43139151,310318.929,4834284.426
190659,4153074,,M6K,2017,2017,1911,PRIVATE,9,Davenport,1505 DUNDAS ST W,3,12,2017-11-16,58,Evaluation needs to be conducted in 1 year,16,3,3,2,3,2,3,,3,,,3,3,3,3,3,3,3,3,3,,S0936,43.64947405,-79.43210122,310261.776,4834171.571
190660,4152798,AMAZ PROPERTY MANAGEMENT,M1J,2017,2017,1965,PRIVATE,24,Scarborough-Guildwood,15 COUGAR CRT,17,193,2017-11-16,53,Evaluation needs to be conducted in 2 years,19,2,3,3,2,2,3,2,3,3,,2,3,2,3,3,3,3,3,3,2,E2433,43.74497913,-79.21747781,327539.033,4844818.088
190661,4152799,METCAP LIVING MANAGEMENT INC,M1J,2017,2017,1965,PRIVATE,24,Scarborough-Guildwood,25 COUGAR CRT,21,236,2017-11-16,66,Evaluation needs to be conducted in 2 years,18,3,3,3,3,4,4,3,2,3,,4,4,5,3,3,3,3,3,3,,E2433,43.74603845,-79.21806391,327491.431,4844935.615
190662,4152751,METCAP LIVING MANAGEMENT INC,M1J,2017,2017,1969,PRIVATE,21,Scarborough Centre,1320 DANFORTH RD,4,67,2017-11-16,78,Evaluation needs to be conducted in 2 years,18,4,4,4,4,4,3,3,4,3,,4,4,5,4,4,4,4,4,4,,E2135,43.74252617,-79.24582411,325256.616,4844539.193
190663,4152803,PREMAX MANAGEMENT LIMITED,M1J,2017,2017,1965,PRIVATE,24,Scarborough-Guildwood,3400 EGLINTON AVE E,16,221,2017-11-16,61,Evaluation needs to be conducted in 2 years,18,3,3,4,3,3,3,2,3,3,,3,3,4,3,2,3,4,3,3,,E2433,43.74512716,-79.21315716,327886.965,4844835.72
190664,4152802,,M1J,2017,2017,1975,PRIVATE,24,Scarborough-Guildwood,3434 EGLINTON AVE E,17,214,2017-11-16,60,Evaluation needs to be conducted in 2 years,19,3,3,3,2,2,3,3,3,3,,3,3,3,3,3,3,4,3,3,4,E2433,43.74562161,-79.21121678,328043.056,4844891.19
190665,4154840,,M2K,2017,2017,1970,PRIVATE,17,Don Valley North,22 ELKHORN DR,5,223,2017-11-16,79,Evaluation needs to be conducted in 3 years,18,4,4,5,4,4,4,3,4,4,,4,4,5,3,4,4,4,3,4,,N1725,43.77090548,-79.38191887,314290.803,4847666.555
190666,4255546,FIRM CAPITAL PROPERTIES INC,M6H,2017,2017,2008,PRIVATE,9,Davenport,1407 DUPONT ST,6,75,2017-11-16,74,Evaluation needs to be conducted in 2 years,17,4,4,4,3,3,4,3,4,4,,4,3,5,4,4,3,,4,3,,S0930,43.66621523,-79.44757051,309012.691,4836030.543
190667,4154311,SULIN PROPERTY GROUP,M6L,2017,2017,1958,PRIVATE,5,York South-Weston,2595 KEELE ST,3,23,2017-11-16,52,Evaluation needs to be conducted in 2 years,17,2,3,3,2,2,3,,2,,3,2,2,5,2,3,2,3,2,3,,W0523,43.71842644,-79.47949393,306436.812,4841829.878
190668,4154312,MACDANE INVESTMENTS,M6L,2017,2017,1955,PRIVATE,5,York South-Weston,2597 KEELE ST,4,39,2017-11-16,62,Evaluation needs to be conducted in 2 years,17,3,3,3,3,3,3,,3,3,,3,3,5,3,3,3,3,3,3,,W0523,43.71880114,-79.47987285,306406.27,4841871.496
190669,4154862,,M1R,2017,2017,1968,PRIVATE,16,Don Valley East,1600 VICTORIA PARK AVE,3,27,2017-11-16,69,Evaluation needs to be conducted in 3 years,16,3,3,4,3,,4,,3,4,,3,4,5,3,3,3,4,3,3,,N1628,43.73000582,-79.30539722,320461.9,4843134.408
190670,4152873,MAPLE LEAF PROPERTY MANAGEMENT,M1T,2017,2017,1969,PRIVATE,22,Scarborough-Agincourt,3845 SHEPPARD AVE E,10,106,2017-11-15,73,Evaluation needs to be conducted in 2 years,19,4,3,3,4,4,4,3,2,4,,4,4,5,4,4,3,4,3,4,3,E2232,43.78210071,-79.2907139,321630.259,4848924.767
190671,4153198,11 YORKVILLE PARTNERS INC.,M4W,2017,2017,1965,PRIVATE,11,University-Rosedale,11 YORKVILLE AVE,9,76,2017-11-15,67,Evaluation needs to be conducted in 2 years,17,4,4,4,3,3,3,3,3,3,,3,3,5,4,3,3,,4,2,,S1128,43.67160156,-79.38825018,313795.908,4836633.662
190672,4152664,PARKWOODS MANAGEMENT,M1R,2017,2017,1962,PRIVATE,21,Scarborough Centre,2275 VICTORIA PARK AVE,6,69,2017-11-15,71,Evaluation needs to be conducted in 2 years,19,4,3,3,4,4,3,3,3,4,4,4,4,5,3,3,3,3,3,4,,E2121,43.76320585,-79.31695464,319522.706,4846820.596
190673,4153927,,M4V,2017,2017,1960,PRIVATE,12,Toronto-St. Paul's,135 LAWTON BLVD,9,48,2017-11-15,67,Evaluation needs to be conducted in 3 years,17,3,3,3,3,4,4,,3,3,,3,4,5,3,3,3,4,3,3,,S1232,43.69490945,-79.39688153,313096.679,4839222.203
190674,4155734,,M6H,2017,2017,1992,PRIVATE,9,Davenport,800 LANSDOWNE AVE,4,138,2017-11-15,68,Evaluation needs to be conducted in 3 years,18,3,4,4,2,4,3,3,3,4,,3,3,3,4,4,3,4,4,3,,S0930,43.6650311,-79.44623886,309120.177,4835899.067
190675,4153949,,M5N,2017,2017,1953,PRIVATE,8,Eglinton-Lawrence,4 LATIMER AVE,5,65,2017-11-15,66,Evaluation needs to be conducted in 2 years,16,3,3,4,4,3,3,,3,4,,3,4,5,2,2,3,,4,3,,N0833,43.70321076,-79.41635436,311526.123,4840142.702
190676,4152711,GOLDEN PLAZA LTD.,M1K,2017,2017,1961,PRIVATE,21,Scarborough Centre,875 KENNEDY RD,6,82,2017-11-15,68,Evaluation needs to be conducted in 2 years,18,4,4,4,3,3,4,4,3,3,,3,3,5,3,3,3,3,3,3,,E2133,43.73908943,-79.27017727,323296.161,4844151.707
190677,4152712,SMALLWOOD CONSULTING LTD.,M1K,2017,2017,1965,PRIVATE,21,Scarborough Centre,877 KENNEDY RD,4,32,2017-11-15,76,Evaluation needs to be conducted in 3 years,18,4,4,5,3,4,4,,3,5,,4,3,5,3,4,3,4,3,3,4,E2133,43.73962416,-79.27044569,323274.376,4844211.053
190678,4152714,,M1K,2017,2017,1961,PRIVATE,21,Scarborough Centre,893 KENNEDY RD,7,77,2017-11-15,68,Evaluation needs to be conducted in 2 years,17,3,4,4,3,3,2,,3,3,,3,4,5,4,3,3,5,4,2,,E2133,43.74039535,-79.27079334,323246.138,4844296.652
190679,4152875,CANDO APARTMENTS LTD.,M1T,2017,2017,1960,PRIVATE,22,Scarborough-Agincourt,2250 KENNEDY RD,18,136,2017-11-15,73,Evaluation needs to be conducted in 3 years,18,4,3,3,4,4,4,3,3,4,,3,3,5,4,4,4,4,4,3,,E2232,43.7822368,-79.28845091,321812.366,4848940.348
190680,4152964,NUSPOR INVESTMENTS,M6K,2017,2017,1972,PRIVATE,4,Parkdale-High Park,1251 KING ST W,14,189,2017-11-15,71,Evaluation needs to be conducted in 2 years,18,4,3,5,3,4,2,3,3,4,,4,3,5,3,4,4,3,4,3,,S0437,43.63819252,-79.42972118,310454.821,4832918.412
190681,4153021,1173283 ONTARIO LIMITED,M6K,2017,2017,1967,PRIVATE,4,Parkdale-High Park,1430 KING ST W,7,77,2017-11-15,59,Evaluation needs to be conducted in 2 years,17,3,3,5,3,3,3,,3,3,,2,3,3,3,2,2,3,3,3,,S0436,43.63738675,-79.43645223,309911.8,4832828.489
190682,4152999,GOLDEN EQUITY PROPERTIES,M6K,2017,2017,1960,PRIVATE,4,Parkdale-High Park,1475 KING ST W,3,44,2017-11-15,49,Evaluation needs to be conducted in 2 years,17,2,3,2,2,2,3,,3,,2,2,3,3,3,2,2,2,3,3,,S0437,43.63613071,-79.4396083,309657.257,4832688.775
190683,4153552,,M4M,2017,2017,1988,SOCIAL HOUSING,14,Toronto-Danforth,841 QUEEN ST E,3,36,2017-11-15,51,Evaluation needs to be conducted in 1 year,18,3,2,3,2,2,2,1,3,2,,2,3,3,3,3,3,,3,3,3,S1440,43.66003778,-79.34386069,317377.858,4835354.725
190684,4155204,,M6S,2017,2017,1960,PRIVATE,4,Parkdale-High Park,4033 OLD DUNDAS ST,5,47,2017-11-15,56,Evaluation needs to be conducted in 1 year,16,3,2,3,2,2,3,,3,,,3,3,5,3,2,2,3,3,3,,S0421,43.66370823,-79.50233798,304595.728,4835750.825
190685,4155883,VERTICA RESIDENT SERVICES,M6P,2017,2017,1965,PRIVATE,4,Parkdale-High Park,66 PACIFIC AVE,16,230,2017-11-15,80,Evaluation needs to be conducted in 2 years,18,4,4,4,4,4,4,4,4,4,,4,4,5,4,4,3,4,4,4,,S0428,43.65522368,-79.46480732,307631.129,4834855.689
190686,4273905,D&D PROPERTY MANAGEMENT,M4K,2017,2017,1930,PRIVATE,14,Toronto-Danforth,575 PAPE AVE,3,17,2017-11-15,56,Evaluation needs to be conducted in 2 years,15,3,2,4,2,2,3,,3,,,2,3,4,3,2,2,,4,3,,S1430,43.67503076,-79.34295908,317447.438,4837020.51
190687,4152578,POTOMAC CONSTRUCTION LIMITED,M1N,2017,2017,1964,PRIVATE,20,Scarborough Southwest,2 NORTH DR,4,65,2017-11-15,72,Evaluation needs to be conducted in 3 years,18,3,3,4,3,4,3,,3,4,4,4,3,5,4,3,4,4,3,4,,E2033,43.68610014,-79.28213312,322348.881,4838261.291
190688,4155692,ROCK RIDGE INVESTMENTS,M9V,2017,2017,1971,PRIVATE,1,Etobicoke North,1875 MARTIN GROVE RD,12,88,2017-11-15,59,Evaluation needs to be conducted in 3 years,18,3,3,3,2,3,3,2,2,3,,3,3,4,3,3,3,3,4,3,,W0123,43.74328146,-79.59413141,297202.887,4844595.353
190689,4153989,RYERS MANAGEMENT LIMITED,M5P,2017,2017,1940,PRIVATE,12,Toronto-St. Paul's,63 MAXWELL AVE,3,33,2017-11-15,61,Evaluation needs to be conducted in 3 years,15,3,3,3,3,3,3,,2,,,3,3,5,3,3,3,,3,3,,S1227,43.70587783,-79.40134712,312735.285,4840440.348
190690,4152948,MAINSTAY HOUSING,M6N,2017,2017,1994,SOCIAL HOUSING,5,York South-Weston,17 MC CORMACK ST,4,61,2017-11-15,72,Evaluation needs to be conducted in 3 years,20,4,3,4,3,3,4,3,4,3,4,3,3,5,4,3,4,4,4,3,4,W0540,43.67633284,-79.4723721,307012.089,4837153.622
190691,4153914,FIRM CAPITAL PROPERTIES INC,M4V,2017,2017,1920,PRIVATE,12,Toronto-St. Paul's,1 MALLORY GDNS,4,35,2017-11-15,64,Evaluation needs to be conducted in 2 years,16,3,2,3,3,3,3,,4,,3,3,3,5,3,3,3,,3,4,,S1232,43.69100354,-79.39598869,313168.941,4838789.278
190692,4153912,FIRM CAPITAL PROPERTIES INC,M4V,2017,2017,1920,PRIVATE,12,Toronto-St. Paul's,8 MALLORY GDNS,4,36,2017-11-15,63,Evaluation needs to be conducted in 2 years,16,3,3,3,3,3,3,,3,,3,3,3,5,3,3,3,,3,3,,S1232,43.6905194,-79.39666313,313114.642,4838735.424
190693,4156516,METCAP LIVING MANAGEMENT INC.,M1V,2017,2017,1978,PRIVATE,22,Scarborough-Agincourt,85 SILVER SPRINGS BLVD,9,133,2017-11-15,75,Evaluation needs to be conducted in 3 years,17,4,3,3,4,,4,,3,4,,4,4,5,5,4,3,4,4,3,3,E2223,43.80132103,-79.30423789,320562.482,4850959.102
190694,4152851,FALCO PROPERTIES,M1T,2017,2017,1970,PRIVATE,22,Scarborough-Agincourt,3275 SHEPPARD AVE E,17,219,2017-11-15,69,Evaluation needs to be conducted in 3 years,20,4,3,3,2,4,3,2,4,3,3,2,3,3,4,4,5,4,4,4,5,E2230,43.77766448,-79.31007681,320080.96,4848422.677
190695,4153980,,M5N,2017,2017,1959,PRIVATE,8,Eglinton-Lawrence,665 ROSELAWN AVE,5,87,2017-11-15,63,Evaluation needs to be conducted in 3 years,19,3,3,4,3,4,3,4,3,4,3,3,2,3,2,2,3,3,5,3,,N0833,43.70518661,-79.42511153,310820.12,4840361.543
190696,4154843,SCHICKEDANZ BROS. PROPERTIES,M2K,2017,2017,1986,PRIVATE,17,Don Valley North,70 RUDDINGTON DR,18,107,2017-11-15,82,Evaluation needs to be conducted in 3 years,19,4,4,5,4,4,4,4,4,4,,4,4,5,4,4,4,4,4,4,4,N1721,43.79254847,-79.39077874,313611.526,4850015.004
190697,4154050,,M4B,2017,2017,1965,PRIVATE,19,Beaches-East York,195 REXLEIGH DR,6,106,2017-11-15,77,Evaluation needs to be conducted in 3 years,18,5,4,5,4,4,3,,4,4,5,5,3,4,3,2,4,4,3,3,,S1927,43.7049917,-79.30561053,320450.958,4840356.382
190698,4155200,MAINSTAY HOUSING,M6S,2017,2017,1950,SOCIAL HOUSING,4,Parkdale-High Park,495 RIVERSIDE DR,3,25,2017-11-15,63,Evaluation needs to be conducted in 3 years,14,3,2,4,3,,3,,3,,,3,3,4,4,2,4,,3,3,,S0425,43.64817429,-79.49024203,305571.54,4834025.139
190699,4152558,,M1N,2017,2017,1920,PRIVATE,20,Scarborough Southwest,2400 QUEEN ST E,4,32,2017-11-15,59,Evaluation needs to be conducted in 3 years,16,3,2,3,3,2,3,,2,,3,3,3,5,4,2,3,,3,3,,E2033,43.67468565,-79.28014133,322512.757,4836993.597
190700,4152560,IMPERRA GENERAL MANAGMENT,M1N,2017,2017,1970,PRIVATE,20,Scarborough Southwest,2440 QUEEN ST E,6,24,2017-11-15,79,Evaluation needs to be conducted in 3 years,19,4,4,4,4,4,4,4,3,4,4,4,3,5,4,4,4,4,4,4,,E2033,43.67517424,-79.27850941,322644.203,4837048.226
190701,4152559,GREENWIN CORP.,M1N,2017,2017,1954,PRIVATE,20,Scarborough Southwest,3000 QUEEN ST E,4,30,2017-11-15,70,Evaluation needs to be conducted in 3 years,16,3,3,4,3,3,3,,4,,4,4,3,5,4,3,3,,3,4,,E2033,43.67533063,-79.27794494,322689.673,4837065.722
190702,4153027,SMARTSELL MARKETING,M6R,2017,2017,1917,PRIVATE,4,Parkdale-High Park,1479 QUEEN ST W,3,11,2017-11-15,61,Evaluation needs to be conducted in 2 years,15,3,3,4,3,,3,,3,,,3,3,5,2,3,3,2,3,3,,S0436,43.63992063,-79.43936478,309675.403,4833106.528
190703,4154104,,M4J,2017,2017,1950,PRIVATE,14,Toronto-Danforth,257 TORRENS AVE,3,17,2017-11-15,59,Evaluation needs to be conducted in 3 years,15,3,2,3,1,2,3,,3,,,3,1,5,4,4,3,,4,3,,S1422,43.69233482,-79.34359161,317392.816,4838942.809
190704,4153221,HOLLYBURN PROPERTIES LTD,M5R,2017,2017,1957,PRIVATE,11,University-Rosedale,214 ST GEORGE ST,8,68,2017-11-15,62,Evaluation needs to be conducted in 3 years,18,3,3,3,3,3,3,,4,3,3,3,3,5,3,3,3,3,3,2,,S1127,43.67123282,-79.40181567,312701.987,4836591.267
190705,4156122,CAPREIT,M2K,2017,2017,1970,PRIVATE,17,Don Valley North,75 TALARA DR,4,66,2017-11-15,71,Evaluation needs to be conducted in 2 years,19,4,3,5,4,4,3,3,4,4,,4,3,5,4,3,3,3,3,3,2,N1729,43.76575278,-79.38007025,314469.09,4847077.914
190706,4154066,GREENWIN CORP,M4B,2017,2017,1955,PRIVATE,19,Beaches-East York,2892 ST CLAIR AVE E,4,34,2017-11-15,63,Evaluation needs to be conducted in 2 years,16,3,2,2,3,3,4,,3,,,3,3,4,3,3,3,4,4,3,,S1924,43.70796583,-79.30242736,320686.3,4840682.162
190707,4269412,,M4B,2017,2017,1960,PRIVATE,19,Beaches-East York,2903 ST CLAIR AVE E,3,12,2017-11-15,65,Evaluation needs to be conducted in 2 years,15,4,3,3,3,3,4,,3,,,4,3,4,3,3,3,,3,3,,S1927,43.70772836,-79.30127001,320800.324,4840660.273
190708,4154062,POLOCO HOLDINGS INC.,M4B,2017,2017,1956,PRIVATE,19,Beaches-East York,2922 ST CLAIR AVE E,4,16,2017-11-15,59,Evaluation needs to be conducted in 2 years,15,2,3,4,2,2,3,,3,,,2,2,4,4,3,3,,4,3,,S1924,43.70850886,-79.29989721,320910.751,4840747.242
190709,4153211,HOLLYBURN PROPERTIES LTD,M5R,2017,2017,1962,PRIVATE,11,University-Rosedale,153 ST GEORGE ST,7,48,2017-11-15,62,Evaluation needs to be conducted in 3 years,17,3,3,3,3,3,3,,3,3,,3,3,5,3,3,3,3,3,3,,S1127,43.66959337,-79.40021684,312831.128,4836409.283
190710,4155687,CONCERT REALTY SERVICES LTD.,M2N,2017,2017,2003,PRIVATE,18,Willowdale,151 BEECROFT RD,27,306,2017-11-15,77,Evaluation needs to be conducted in 3 years,18,4,3,4,3,,3,4,4,4,,4,3,5,4,4,4,5,4,3,4,N1824,43.76499573,-79.41425748,311688.077,4847006.801
190711,4154994,,M5P,2017,2017,1955,PRIVATE,12,Toronto-St. Paul's,1592 BATHURST ST,4,35,2017-11-15,65,Evaluation needs to be conducted in 2 years,15,4,4,4,3,2,2,,4,,,3,3,4,3,4,3,,3,3,,S1229,43.68764665,-79.4205557,311189.091,4838413.224
190712,4153343,ZERIN DEVELOPMENT CORPORATION,M5R,2017,2017,1916,SOCIAL HOUSING,12,Toronto-St. Paul's,1435 BATHURST ST,3,15,2017-11-15,55,Evaluation needs to be conducted in 2 years,16,3,3,3,3,3,3,,3,,3,1,3,1,3,3,3,,3,3,,S1236,43.68238861,-79.41766482,311422.714,4837829.264
190713,4156495,PINEDALE PROPERTIES LTD,M2L,2017,2017,1962,PRIVATE,15,Don Valley West,14 CARLUKE CRES,7,101,2017-11-15,67,Evaluation needs to be conducted in 3 years,20,4,3,3,4,3,2,4,3,3,4,3,3,5,3,4,2,4,3,3,4,N1521,43.76040365,-79.39248669,313489.963,4846509.111
190714,4155671,PINEDALE PROPERTIES LTD,M2L,2017,2017,1962,PRIVATE,15,Don Valley West,16 CARLUKE CRES,7,101,2017-11-15,66,Evaluation needs to be conducted in 3 years,19,3,3,3,4,4,3,4,4,3,4,3,3,3,3,4,3,3,3,3,,N1521,43.76112225,-79.39268737,313562.542,4846551.841
