_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
191921,4154366,2017.0,2017,1953.0,PRIVATE,6,York Centre,829 WILSON AVE,3,11,2017-10-17,69,Evaluation needs to be conducted in 2 years,15,4.0,3.0,3.0,3.0,3.0,4.0,,3.0,,,2.0,4.0,5.0,3.0,3.0,4.0,,4.0,4.0,,N0632,43.7313244643,-79.4626281636,307795.179,4843263.226
191922,4154364,2017.0,2017,1960.0,PRIVATE,6,York Centre,833 WILSON AVE,3,12,2017-10-17,67,Evaluation needs to be conducted in 2 years,15,3.0,3.0,4.0,3.0,3.0,3.0,,4.0,,,3.0,4.0,3.0,3.0,3.0,4.0,,4.0,3.0,,N0632,43.7311624892,-79.4634709632,307727.291,4843245.201
191923,4154363,2017.0,2017,1960.0,PRIVATE,6,York Centre,835 WILSON AVE,3,12,2017-10-17,68,Evaluation needs to be conducted in 2 years,15,3.0,3.0,3.0,3.0,3.0,4.0,,4.0,,,3.0,4.0,5.0,3.0,3.0,4.0,,3.0,3.0,,N0632,43.7310655422,-79.46388483300001,307693.95399999997,4843234.416
191924,4154379,2017.0,2017,1960.0,PRIVATE,6,York Centre,921 WILSON AVE,4,44,2017-10-17,70,Evaluation needs to be conducted in 2 years,16,3.0,3.0,4.0,3.0,4.0,3.0,,3.0,,,3.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,,N0632,43.729940785,-79.468234305,307334.305,4843095.036
191925,4156619,2017.0,2017,1965.0,PRIVATE,16,Don Valley East,2 WINGREEN CRT,3,11,2017-10-17,67,Evaluation needs to be conducted in 2 years,17,3.0,3.0,4.0,3.0,4.0,4.0,,2.0,,3.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,2.0,,N1624,43.73952173520001,-79.342024827,,
191926,4154797,2017.0,2017,1965.0,PRIVATE,16,Don Valley East,6 WINGREEN CRT,3,11,2017-10-17,69,Evaluation needs to be conducted in 2 years,16,3.0,4.0,4.0,3.0,3.0,4.0,,3.0,,,3.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,2.0,,N1624,43.739250167,-79.3428089774,317446.031,4844155.022
191927,4156613,2017.0,2017,1965.0,PRIVATE,16,Don Valley East,8 WINGREEN CRT,3,11,2017-10-17,67,Evaluation needs to be conducted in 2 years,17,3.0,4.0,4.0,3.0,3.0,3.0,,3.0,,3.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,2.0,,N1624,43.739178679,-79.3433554999,,
191928,4156634,2017.0,2017,1965.0,PRIVATE,16,Don Valley East,9 WINGREEN CRT,3,11,2017-10-17,56,Evaluation needs to be conducted in 3 years,16,3.0,3.0,2.0,2.0,2.0,2.0,,3.0,,,3.0,2.0,5.0,3.0,3.0,4.0,3.0,3.0,2.0,,N1624,43.7386011415,-79.34322632029999,317412.553,4844082.855
191929,4153731,2017.0,2017,2013.0,PRIVATE,17,Don Valley North,130 PARKWAY FOREST DR,8,105,2017-10-16,80,Evaluation needs to be conducted in 3 years,18,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,N1730,,,317376.94800000003,4848085.058
191930,4154380,2017.0,2017,1953.0,PRIVATE,6,York Centre,27 PAXTONIA BLVD,4,50,2017-10-16,74,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,2.0,4.0,4.0,2.0,3.0,3.0,,N0628,43.7290216575,-79.48091891979999,306321.739,4843006.91
191931,4153448,2017.0,2017,1990.0,SOCIAL HOUSING,13,Toronto Centre,70 PEMBROKE ST,3,15,2017-10-16,54,Evaluation needs to be conducted in 2 years,16,2.0,3.0,3.0,2.0,2.0,3.0,,3.0,,,2.0,3.0,5.0,3.0,2.0,2.0,2.0,3.0,3.0,,S1328,43.6585068285,-79.3728346452,315041.226,4835180.666999999
191932,4155359,2017.0,2017,1963.0,PRIVATE,1,Etobicoke North,236 DIXON RD,13,123,2017-10-16,79,Evaluation needs to be conducted in 3 years,17,5.0,5.0,5.0,3.0,,2.0,4.0,4.0,4.0,,4.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,,W0135,43.6983362533,-79.5463927222,301045.006,4839598.982
191933,4154890,2017.0,2017,1960.0,PRIVATE,16,Don Valley East,55 ECCLESTON DR,4,60,2017-10-16,66,Evaluation needs to be conducted in 2 years,18,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,,N1628,43.726552797,-79.31980992,319295.23,4842735.2469999995
191934,4154889,2017.0,2017,1958.0,PRIVATE,16,Don Valley East,56 ECCLESTON DR,4,60,2017-10-16,62,Evaluation needs to be conducted in 3 years,19,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,N1628,43.72702975399999,-79.32003773699999,319282.903,4842802.106000001
191935,4152736,2017.0,2017,1976.0,PRIVATE,21,Scarborough Centre,1191 ELLESMERE RD,4,27,2017-10-16,62,Evaluation needs to be conducted in 2 years,18,3.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,,3.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,E2129,43.7678832058,-79.2689051432,323390.00899999996,4847349.898
191936,4154575,2017.0,2017,1960.0,PRIVATE,6,York Centre,45 FAYWOOD BLVD,4,33,2017-10-16,61,Evaluation needs to be conducted in 3 years,16,3.0,3.0,3.0,3.0,3.0,3.0,,4.0,,,3.0,3.0,5.0,2.0,3.0,3.0,3.0,2.0,3.0,,N0629,43.7368172463,-79.4465426637,309090.649,4843874.172
191937,4154576,2017.0,2017,1960.0,PRIVATE,6,York Centre,55 FAYWOOD BLVD,4,33,2017-10-16,61,Evaluation needs to be conducted in 2 years,16,3.0,3.0,3.0,3.0,3.0,3.0,,4.0,,,3.0,3.0,5.0,2.0,3.0,3.0,3.0,2.0,3.0,,N0629,43.7374755438,-79.4464332774,309099.415,4843947.308999999
191938,4154803,2017.0,2017,1965.0,PRIVATE,16,Don Valley East,135 FENELON DR,19,218,2017-10-16,58,Evaluation needs to be conducted in 3 years,18,3.0,3.0,4.0,1.0,3.0,3.0,1.0,3.0,4.0,,1.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,,N1621,43.7628388267,-79.337948675,317832.429,4846776.338
191939,4155089,2017.0,2017,1950.0,PRIVATE,5,York South-Weston,43 GLENHAVEN ST,3,11,2017-10-16,56,Evaluation needs to be conducted in 3 years,16,2.0,3.0,3.0,2.0,2.0,2.0,,3.0,,,2.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0,,W0533,43.6931694269,-79.4699479561,307206.968,4839024.153
191940,4153142,2017.0,2017,1987.0,SOCIAL HOUSING,10,Spadina-Fort York,800 ADELAIDE ST W,3,50,2017-10-16,58,Evaluation needs to be conducted in 2 years,20,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,S1028,43.6439718067,-79.4103609926,312016.23,4833561.862
191941,4154653,2017.0,2017,1965.0,PRIVATE,6,York Centre,4750 BATHURST ST,3,64,2017-10-16,78,Evaluation needs to be conducted in 3 years,17,5.0,3.0,3.0,3.0,3.0,4.0,,3.0,5.0,,4.0,5.0,5.0,4.0,3.0,3.0,5.0,4.0,4.0,,N0624,43.767931941,-79.4420072756,309453.606,4847331.095
191942,4154070,2017.0,2017,1950.0,PRIVATE,19,Beaches-East York,189 CEDARVALE AVE,6,78,2017-10-16,82,Evaluation needs to be conducted in 3 years,18,5.0,4.0,4.0,3.0,4.0,3.0,,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,,S1929,43.689396815,-79.3119405791,319944.937,4838621.723
191943,4250615,2017.0,2017,1965.0,PRIVATE,15,Don Valley West,66 BROADWAY AVE,20,357,2017-10-16,74,Evaluation needs to be conducted in 3 years,18,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,,4.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,,N1526,43.710673428999996,-79.395369179,313216.13800000004,4840974.674
191944,4153840,2017.0,2017,1956.0,PRIVATE,15,Don Valley West,124 BROADWAY AVE,4,86,2017-10-16,78,Evaluation needs to be conducted in 3 years,18,4.0,4.0,4.0,4.0,4.0,4.0,,3.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,,N1526,43.711364802,-79.392506301,313446.755,4841051.778
191945,4155684,2017.0,2017,1964.0,PRIVATE,6,York Centre,34 BROOKWELL DR,4,44,2017-10-16,73,Evaluation needs to be conducted in 2 years,16,3.0,4.0,4.0,3.0,4.0,4.0,,4.0,,,3.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,,N0625,43.7447007322,-79.4945628574,305222.49199999997,4844748.606000001
191946,4155096,2017.0,2017,1960.0,PRIVATE,5,York South-Weston,30 CLEARVIEW HTS,4,25,2017-10-16,64,Evaluation needs to be conducted in 2 years,17,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,3.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,,W0532,43.6932353032,-79.4795788454,306430.615,4839031.266
191947,4155093,2017.0,2017,1955.0,PRIVATE,5,York South-Weston,31 CLEARVIEW HTS,4,43,2017-10-16,56,Evaluation needs to be conducted in 3 years,16,2.0,2.0,3.0,3.0,2.0,2.0,,4.0,,3.0,3.0,2.0,5.0,3.0,3.0,3.0,,3.0,2.0,,W0532,43.69278743,-79.4796635822,306423.795,4838981.508
191948,4155306,2017.0,2017,1973.0,PRIVATE,3,Etobicoke-Lakeshore,50 CORDOVA AVE,37,285,2017-10-16,61,Evaluation needs to be conducted in 3 years,18,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,,W0321,43.6471114892,-79.5264697253,302648.878,4833907.435
191949,4154652,2017.0,2017,1965.0,PRIVATE,6,York Centre,34 CARSCADDEN DR,6,69,2017-10-16,69,Evaluation needs to be conducted in 3 years,18,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,5.0,4.0,4.0,3.0,5.0,4.0,3.0,,N0624,43.7657548154,-79.4437096635,309316.71,4847089.125
191950,4153512,2017.0,2017,1917.0,PRIVATE,13,Toronto Centre,49 DUNDONALD ST,5,32,2017-10-16,64,Evaluation needs to be conducted in 2 years,16,3.0,4.0,4.0,2.0,3.0,3.0,,3.0,3.0,,3.0,4.0,5.0,3.0,3.0,2.0,,3.0,3.0,,S1322,43.666349498,-79.381871851,314310.814,4836051.846
191951,4154012,2017.0,2017,1974.0,PRIVATE,8,Eglinton-Lawrence,411 DUPLEX AVE,23,458,2017-10-16,76,Evaluation needs to be conducted in 3 years,20,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,N0833,43.707330008999996,-79.40025733600001,312822.658,4840602.751
191952,4155829,2017.0,2017,1940.0,PRIVATE,8,Eglinton-Lawrence,2674 YONGE ST,3,31,2017-10-16,51,Evaluation needs to be conducted in 2 years,16,3.0,2.0,3.0,2.0,3.0,1.0,,3.0,,2.0,2.0,3.0,5.0,2.0,2.0,2.0,,3.0,3.0,,N0829,43.716818521,-79.40078111300001,312779.193,4841656.826
191953,4154019,2017.0,2017,1954.0,PRIVATE,8,Eglinton-Lawrence,2730 YONGE ST,7,63,2017-10-16,65,Evaluation needs to be conducted in 3 years,19,3.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,5.0,3.0,3.0,2.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,,N0829,43.7180354944,-79.4010377857,312758.613,4841791.045
191954,4155012,2017.0,2017,1955.0,PRIVATE,12,Toronto-St. Paul's,440 WINONA DR,6,130,2017-10-16,58,Evaluation needs to be conducted in 2 years,18,3.0,3.0,4.0,3.0,3.0,3.0,,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,,S1222,43.6884054492,-79.4358516608,309955.895,4838496.442
191955,4155010,2017.0,2017,1958.0,PRIVATE,12,Toronto-St. Paul's,460 WINONA DR,5,55,2017-10-16,59,Evaluation needs to be conducted in 2 years,18,3.0,3.0,4.0,2.0,3.0,2.0,,3.0,3.0,3.0,3.0,2.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,,S1222,43.6890952984,-79.4358713128,309954.256,4838573.079
191956,4233290,2017.0,2017,1984.0,SOCIAL HOUSING,5,York South-Weston,29 SOUTH STATION ST,13,128,2017-10-16,64,Evaluation needs to be conducted in 2 years,17,4.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,,2.0,3.0,3.0,4.0,4.0,3.0,,4.0,3.0,,W0524,43.7009920215,-79.5153630558,303546.182,4839893.047
191957,4152955,2017.0,2017,1959.0,PRIVATE,4,Parkdale-High Park,29 SPENCER AVE,6,54,2017-10-16,58,Evaluation needs to be conducted in 2 years,17,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,,S0437,43.634901103000004,-79.429121805,310503.215,4832553.752
191958,4152957,2017.0,2017,1960.0,PRIVATE,4,Parkdale-High Park,35 SPENCER AVE,7,80,2017-10-16,69,Evaluation needs to be conducted in 3 years,18,3.0,3.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,,3.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,,S0437,43.635361871,-79.429350661,310484.708,4832604.925
191959,4152959,2017.0,2017,1939.0,PRIVATE,4,Parkdale-High Park,57 SPENCER AVE,3,19,2017-10-16,61,Evaluation needs to be conducted in 2 years,14,3.0,3.0,3.0,3.0,,2.0,,3.0,,,4.0,2.0,5.0,3.0,3.0,3.0,,3.0,3.0,,S0437,43.636137103,-79.429522246,310470.794,4832691.036
191960,4155024,2017.0,2017,1957.0,PRIVATE,12,Toronto-St. Paul's,642 VAUGHAN RD,4,23,2017-10-16,61,Evaluation needs to be conducted in 3 years,15,3.0,3.0,4.0,3.0,4.0,2.0,,3.0,,,3.0,4.0,3.0,3.0,3.0,3.0,,2.0,3.0,,S1222,43.692785049499996,-79.4417092331,309481.606,4838982.16
191961,4154859,2017.0,2017,1964.0,PRIVATE,16,Don Valley East,22 TINDER CRES,4,60,2017-10-16,61,Evaluation needs to be conducted in 3 years,18,3.0,4.0,4.0,3.0,3.0,3.0,,3.0,4.0,3.0,2.0,3.0,5.0,2.0,2.0,3.0,3.0,2.0,3.0,,N1628,43.72645012979999,-79.3091895206,320157.292,4842738.692
191962,4155161,2017.0,2017,1970.0,PRIVATE,5,York South-Weston,1906-1930 WESTON RD,12,112,2017-10-16,59,Evaluation needs to be conducted in 2 years,18,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,,W0524,43.7002003087,-79.5172673603,303392.674,4839805.124
191963,4155173,2017.0,2017,1962.0,PRIVATE,5,York South-Weston,2180 WESTON RD,8,62,2017-10-16,73,Evaluation needs to be conducted in 3 years,17,4.0,4.0,3.0,3.0,4.0,2.0,,3.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,,W0524,43.702981103,-79.526148917,302676.666,4840115.227
191964,4240549,2017.0,2017,1962.0,PRIVATE,5,York South-Weston,2190 WESTON RD,8,76,2017-10-16,68,Evaluation needs to be conducted in 2 years,17,4.0,3.0,3.0,3.0,3.0,2.0,,3.0,4.0,,3.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,,W0524,43.703114245,-79.526528746,302646.059,4840130.027
191965,4154579,2017.0,2017,1960.0,PRIVATE,6,York Centre,8 VINCI CRES,4,33,2017-10-16,61,Evaluation needs to be conducted in 2 years,16,3.0,3.0,3.0,3.0,3.0,3.0,,4.0,,,3.0,3.0,5.0,2.0,3.0,3.0,3.0,2.0,3.0,,N0629,43.7362371647,-79.4461261454,309124.24,4843809.751
191966,4154578,2017.0,2017,1960.0,PRIVATE,6,York Centre,30 VINCI CRES,4,33,2017-10-16,61,Evaluation needs to be conducted in 3 years,16,3.0,3.0,3.0,3.0,3.0,3.0,,4.0,,,3.0,3.0,5.0,2.0,3.0,3.0,3.0,2.0,3.0,,N0629,43.736994196000005,-79.4460498433,309130.334,4843893.855
191967,4154577,2017.0,2017,1960.0,PRIVATE,6,York Centre,59 VINCI CRES,4,33,2017-10-16,61,Evaluation needs to be conducted in 2 years,16,3.0,3.0,3.0,3.0,3.0,3.0,,4.0,,,3.0,3.0,5.0,2.0,3.0,3.0,3.0,2.0,3.0,,N0629,43.7378403502,-79.4465142919,309092.864,4843987.8319999995
191968,4152966,2017.0,2017,1956.0,PRIVATE,4,Parkdale-High Park,124 TYNDALL AVE,4,28,2017-10-16,55,Evaluation needs to be conducted in 2 years,16,3.0,3.0,3.0,2.0,3.0,2.0,,3.0,,,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,,S0437,43.637715924700004,-79.4293840613,310482.065,4832865.488
191969,4154969,2017.0,2017,1960.0,PRIVATE,12,Toronto-St. Paul's,142 VAUGHAN RD,4,27,2017-10-16,68,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,3.0,3.0,3.0,,3.0,,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,,S1229,43.685120500000004,-79.4220842022,311066.115,4838132.443
191970,4155167,2017.0,2017,1962.0,PRIVATE,5,York South-Weston,2260 WESTON RD,9,116,2017-10-16,67,Evaluation needs to be conducted in 2 years,18,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,,W0524,43.704334117100004,-79.5286680785,302473.953,4840264.645
191971,4156325,2017.0,2017,1960.0,PRIVATE,7,Humber River-Black Creek,3328 WESTON RD,4,93,2017-10-16,67,Evaluation needs to be conducted in 2 years,18,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,,4.0,3.0,5.0,4.0,3.0,4.0,2.0,5.0,3.0,,W0727,43.74317239,-79.541078057,301501.70399999997,4844591.777
191972,4155683,2017.0,2017,1960.0,PRIVATE,7,Humber River-Black Creek,3330 WESTON RD,4,97,2017-10-16,67,Evaluation needs to be conducted in 2 years,18,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,,4.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,,W0727,43.7442275359,-79.5409803297,301483.919,4844696.906
191973,4154255,2017.0,2017,1963.0,PRIVATE,7,Humber River-Black Creek,3345 WESTON RD,4,57,2017-10-16,68,Evaluation needs to be conducted in 2 years,18,4.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,,3.0,3.0,5.0,3.0,4.0,3.0,4.0,5.0,3.0,,W0728,43.7438256262,-79.53997148100001,301565.156,4844652.213
191974,4154256,2017.0,2017,1963.0,PRIVATE,7,Humber River-Black Creek,3355 WESTON RD,4,57,2017-10-16,69,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,2.0,3.0,3.0,5.0,3.0,2.0,,3.0,3.0,5.0,3.0,4.0,3.0,4.0,5.0,2.0,,W0728,43.744498152700004,-79.5401163906,301553.519,4844726.933999999
191975,4154452,2017.0,2017,1977.0,PRIVATE,6,York Centre,111 WHITBURN CRES,3,46,2017-10-16,72,Evaluation needs to be conducted in 3 years,17,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,,,3.0,3.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,,N0627,43.738515308400004,-79.4915401712,305465.98,4844061.47
191976,4154451,2017.0,2017,1977.0,PRIVATE,6,York Centre,117 WHITBURN CRES,3,61,2017-10-16,69,Evaluation needs to be conducted in 3 years,17,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,,,3.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,,N0627,43.7388982847,-79.4917361524,305450.192,4844104.0139999995
191977,4154572,2017.0,2017,1952.0,PRIVATE,6,York Centre,390-398 WILSON AVE,3,40,2017-10-16,61,Evaluation needs to be conducted in 2 years,15,3.0,3.0,3.0,3.0,2.0,3.0,,4.0,,,3.0,2.0,5.0,3.0,3.0,3.0,,3.0,3.0,,N0629,43.736611247,-79.439571975,309632.469,4843834.371
191978,4154573,2017.0,2017,1952.0,PRIVATE,6,York Centre,400-406 WILSON AVE,3,33,2017-10-16,61,Evaluation needs to be conducted in 3 years,15,3.0,3.0,3.0,3.0,3.0,3.0,,4.0,,,3.0,2.0,5.0,3.0,3.0,3.0,,3.0,2.0,,N0629,43.736271595,-79.44053564,309548.598,4843809.657
191979,4153446,2017.0,2017,1920.0,PRIVATE,13,Toronto Centre,80-82 PEMBROKE ST,4,11,2017-10-16,68,Evaluation needs to be conducted in 3 years,15,3.0,4.0,4.0,3.0,3.0,3.0,,3.0,,,3.0,2.0,5.0,4.0,4.0,3.0,,4.0,3.0,,S1328,43.6590517197,-79.3730588983,315023.047,4835241.178
191980,4155036,2017.0,2017,1960.0,PRIVATE,12,Toronto-St. Paul's,560 OAKWOOD AVE,3,24,2017-10-16,55,Evaluation needs to be conducted in 1 year,15,3.0,2.0,2.0,3.0,3.0,3.0,,3.0,,,2.0,2.0,4.0,3.0,3.0,3.0,,3.0,2.0,,S1222,43.693346722,-79.4414872013,309501.192,4839045.058999999
191981,4240547,2017.0,2017,1976.0,PRIVATE,8,Eglinton-Lawrence,33 ORCHARD VIEW BLVD,17,327,2017-10-16,74,Evaluation needs to be conducted in 3 years,19,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,,N0833,43.707819465,-79.399390971,312892.413,4840657.216
191982,4155681,2017.0,2017,1996.0,SOCIAL HOUSING,10,Spadina-Fort York,900 QUEEN ST W,3,22,2017-10-16,65,Evaluation needs to be conducted in 3 years,16,3.0,3.0,3.0,3.0,3.0,4.0,,3.0,,,4.0,4.0,3.0,3.0,3.0,3.0,,3.0,3.0,4.0,S1021,43.6450713717,-79.4156086518,311592.747,4833683.596
191983,4153376,2017.0,2017,1987.0,PRIVATE,10,Spadina-Fort York,350 QUEENS QUAY W,19,228,2017-10-16,73,Evaluation needs to be conducted in 3 years,19,4.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,,3.0,4.0,4.0,S1036,43.638687474799994,-79.3891530101,313727.979,4832976.873
191984,4166900,2017.0,2017,1987.0,PRIVATE,10,Spadina-Fort York,390 QUEENS QUAY W,19,289,2017-10-16,72,Evaluation needs to be conducted in 3 years,19,4.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,,4.0,4.0,4.0,S1036,43.638163608999996,-79.390534476,313604.244,4832915.083000001
191985,4153869,2017.0,2017,1950.0,PRIVATE,15,Don Valley West,153 RANLEIGH AVE,4,28,2017-10-16,79,Evaluation needs to be conducted in 3 years,15,4.0,4.0,4.0,4.0,4.0,4.0,,3.0,,,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,3.0,,N1525,43.72825161390001,-79.39810823239999,312993.279,4842926.261
191986,4154814,2017.0,2017,1972.0,PRIVATE,17,Don Valley North,25 PARKWAY FOREST DR,17,300,2017-10-16,69,Evaluation needs to be conducted in 3 years,19,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,N1730,43.769247221099995,-79.3416602499,317532.252,4847487.714
191987,4154077,2017.0,2017,1971.0,PRIVATE,19,Beaches-East York,2 SECORD AVE,22,303,2017-10-16,74,Evaluation needs to be conducted in 3 years,18,4.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,5.0,,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,,S1930,43.693129856800006,-79.3015992191,320864.623,4839066.34
191988,4154449,2017.0,2017,1959.0,PRIVATE,6,York Centre,24 SEELEY DR,4,100,2017-10-16,78,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,,4.0,4.0,4.0,N0627,43.7406632771,-79.4927548873,305368.127,4844300.0819999995
191989,4154447,2017.0,2017,1959.0,PRIVATE,6,York Centre,25 SEELEY DR,4,71,2017-10-16,80,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,N0627,43.7415574676,-79.4934448562,305312.55100000004,4844399.414
191990,4153955,2017.0,2017,1965.0,PRIVATE,8,Eglinton-Lawrence,10 SHALLMAR BLVD,11,138,2017-10-16,72,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,,3.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,,N0832,43.704286951,-79.423280437,310967.522,4840262.673
191991,4153959,2017.0,2017,1960.0,PRIVATE,8,Eglinton-Lawrence,11 SHALLMAR BLVD,7,78,2017-10-16,67,Evaluation needs to be conducted in 3 years,19,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,5.0,3.0,4.0,3.0,2.0,3.0,4.0,,N0832,43.703726864,-79.423164634,310976.913,4840200.458000001
191992,4153956,2017.0,2017,1963.0,PRIVATE,8,Eglinton-Lawrence,20 SHALLMAR BLVD,11,155,2017-10-16,79,Evaluation needs to be conducted in 3 years,19,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,,N0832,43.704511738,-79.424723028,310851.235,4840287.547
191993,4154827,2017.0,2017,1968.0,PRIVATE,17,Don Valley North,175 SHAUGHNESSY BLVD,18,139,2017-10-16,69,Evaluation needs to be conducted in 3 years,19,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,,4.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,N1727,43.7808646264,-79.35390324069999,316544.328,4848776.57
